Judul,Keterangan
"Pemicu Ledakan Mercon yang Tewaskan 4 Warga Kebumen Terungkap, Temuan Bungkus Rokok Jadi Petunjuk",NonClickbait
CDC: Warga Amerika yang Sudah Divaksin Penuh Tak Lagi Diwajibkan Pakai Masker dan Jaga Jarak,NonClickbait
Identitas Pria Tewas Terseret Mobil Sejauh 8 Km di Lampung Masih Misteri,NonClickbait
"Garong di Malang Beraksi Saat Salat Ied, Korbannya Wanita Hamil Disayat-sayat Hingga Berdarah-darah",NonClickbait
"Peringatan Dini BMKG Sabtu, 15 Mei 2021, Cuaca Ekstrem Hujan Lebat di 24 Wilayah",NonClickbait
Keren! Ada Perumahan Warna-warni di Tangerang,Clickbait
"Mantan Ratu Kecantikan Myanmar Ikut Angkat Senjata Lawan Junta Militer, Ungkap Siap Berkorban Nyawa",NonClickbait
"Kronologi Pria Tewas Terseret Mobil Sejauh 8 Km, Sopir Tinggalkan Kendaraan Usai Dikejar Warga",NonClickbait
"Profil Ayu Maulida, Penampilannya di Miss Universe 2021 Pakai Kostum Komodo Tuai Pujian",NonClickbait
"Lebaran di Ukrania, Dubes Yuddy Chrisnandi Rayakan Idul Fitri 1 Syawal 1442 Bersama Warga RI",NonClickbait
"Kamar Mayat dan Krematorium Penuh, Petugas Ambulans di India Diduga Buang Jenazah Covid-19 ke Sungai",NonClickbait
"Remaja Pelaku Begal di Kuburan Cina Pesawaran Ditangkap, Ternyata Residivis Spesialis Penodongan HP",NonClickbait
Polisi Tembak Remaja yang Begal Pelajar di Kuburan Cina Pesawaran Karena Melawan,NonClickbait
"Fakta Iptu Santi Pembongkar Sabu Senilai Rp 400 M, Dikenal Garang dan Biasa Hadapi Penjahat Jalanan",NonClickbait
"Dituduh Lakukan Penyimpangan Seks, Ayah Taqy Malik Ungkap Istri Siri Banyak Utang",NonClickbait
Momen Joko Widodo Menangis Haru Bertemu Presiden Jokowi,NonClickbait
Klopp Enggak Senang Ronaldo ke MU karena Alasan Ini,Clickbait
"Marlina Octoria Disebut Model Majalah Dewasa, Ayah Taqy Malik Kenal Lewat IG",NonClickbait
"Terungkap! Menkes Jelaskan Penyebab CT Value Ekstrem 1,8 di Surabaya",Clickbait
"Makin Rendah! Ini Sebaran 2.577 Kasus COVID-19 RI: Jateng 353, DKI 187",Clickbait
Detik-detik Mo Salah Tahu Harvey Elliott Cedera Parah,NonClickbait
"Pajak Berdasarkan Emisi Berlaku Bulan Depan, Harga Mobil Bakal Naik?",Clickbait
Berapa Tarif Selimut Hidup di Cianjur?,Clickbait
"Laut Selatan Jawa Bercahaya Bukan karena Nyi Roro Kidul, Ini Penjelasan Ilmiahnya",Clickbait
"Pemobil Pakai Pelat Dinas TNI Palsu di Jaksel, Ini Ancaman Hukumannya",Clickbait
"Jangan Asal, Ini Tips Memilih Makanan Kucing",Clickbait
"Viral, Video Lumba-lumba Diangkut Motor di NTB, Bagaimana Ceritanya?",Clickbait
Sejarah Penemuan Pembangkit Listrik Tenaga Surya Mulai dari Selenium hingga Silikon,NonClickbait
"Kisah Sejoli Menikah di Kantor Polisi, Terjerat Kasus Narkoba hingga Menangis di Hadapan Mertua",NonClickbait
"Mayat Laki-laki yang Ditemukan di Pelabuhan Tual Bukan ABK KM Hentri, Ini Identitasnya...",Clickbait
"Lama Menghilang, Begini Kabar Terbaru Enji Baskoro Mantan Suami Ayu Ting-Ting",Clickbait
4 Cara yang Bisa Kamu Lakukan untuk Jaga Kesehatan Emosi di Tengah Kondisi Pandemi,Clickbait
"Cantik Banget, Ini 5 Potret Glenca Chysara 'Ikatan Cinta' Tampil Beda dengan Berhijab",Clickbait
"Potret Pevita Pearce Berenang Bareng Sang Pacar, Posenya So Sweet Abis",Clickbait
"Pesona Istri Para Kapolres, Selain Cantik Ada yang Berprofesi Polwan & Penyanyi Dangdut",NonClickbait
"Remaja Indramayu Diduga Jadi Korban Asusila Kakek Berusia 70 Tahun, Terungkap Gara-Gara Ini",Clickbait
"Potret Cantik Kirana Rafli Putri Eks Kapolda Papua, Modis & Jago Dance",Clickbait
Daftar Tempat Wisata di Jakarta yang Tetap Buka Saat Lebaran,NonClickbait
